symbol,symbol_name,timestamps,open,high,low,close,volume,amount,bi_direction,in_zhongshu,is_bi_start,is_bi_end,bi_position,star_buy,star_sell,expma_cross,trend_regime,cci
sh600438,通威股份,2015-09-02 00:00:00,0.97,1.065,0.962,0.992,5881614,1281513614,无,0,0,0,无,0,0,,其他,0.0
sh600438,通威股份,2015-09-07 00:00:00,1.02,1.065,1.002,1.016,3901988,1276814057,无,0,0,0,无,0,0,金叉,上升趋势,66.7
sh600438,通威股份,2015-09-08 00:00:00,1.011,1.091,0.996,1.089,4766204,1279126862,无,0,0,0,无,0,0,,上升趋势,100.0
sh600438,通威股份,2015-09-09 00:00:00,1.093,1.165,1.09,1.148,6897630,1284722554,无,0,0,0,无,0,0,,上升趋势,130.1
sh600438,通威股份,2015-09-10 00:00:00,1.154,1.185,1.131,1.136,7276932,1285615961,无,0,0,0,无,0,0,,上升趋势,93.5
sh600438,通威股份,2015-09-11 00:00:00,1.121,1.155,1.101,1.123,4525403,1279413361,无,0,0,0,无,0,0,,上升趋势,53.1
sh600438,通威股份,2015-09-14 00:00:00,1.132,1.138,1.011,1.011,5689211,1281726102,无,0,0,0,无,0,0,,上升趋势,-35.6
sh600438,通威股份,2015-09-15 00:00:00,0.992,1.023,0.918,0.934,5331169,1279674290,无,0,0,0,无,0,0,,震荡偏多,-129.8
sh600438,通威股份,2015-09-16 00:00:00,0.935,1.027,0.935,1.026,6430560,1282383198,无,0,0,0,无,0,0,,震荡偏多,-75.3
sh600438,通威股份,2015-09-17 00:00:00,1.011,1.058,0.991,1.0,6429482,1283239290,无,0,0,0,无,0,0,,震荡偏多,-46.9
sh600438,通威股份,2015-09-18 00:00:00,1.009,1.025,0.997,1.013,3553179,1275654636,无,0,0,0,无,0,0,,震荡偏多,-49.3
sh600438,通威股份,2015-09-21 00:00:00,1.001,1.066,0.999,1.054,4117898,1277407593,无,0,0,0,无,0,0,,震荡偏多,-12.2
sh600438,通威股份,2015-09-22 00:00:00,1.054,1.092,1.05,1.072,3984187,1277362746,无,0,0,0,无,0,0,,震荡偏多,31.3
sh600438,通威股份,2015-09-23 00:00:00,1.054,1.068,1.03,1.037,3240721,1275161552,无,0,0,0,无,0,0,,震荡偏多,-7.4
sh600438,通威股份,2015-09-24 00:00:00,1.05,1.067,1.037,1.053,2709319,1272543444,无,0,0,0,无,0,0,,震荡偏多,-1.1
sh600438,通威股份,2015-09-25 00:00:00,1.045,1.056,0.999,1.008,2821315,1272720776,无,0,0,0,无,0,0,,震荡偏多,-52.6
sh600438,通威股份,2015-09-28 00:00:00,1.019,1.067,1.004,1.065,3752627,1276319690,无,0,0,0,无,0,0,,震荡偏多,-10.4
sh600438,通威股份,2015-09-29 00:00:00,1.059,1.11,1.04,1.082,7733753,1285520755,无,0,0,0,无,0,0,,上升趋势,56.5
sh600438,通威股份,2015-09-30 00:00:00,1.098,1.101,1.063,1.08,3890449,1277177238,无,0,0,0,无,0,0,,上升趋势,85.4
sh600438,通威股份,2015-10-08 00:00:00,1.135,1.135,1.101,1.121,5781091,1282801404,无,0,0,0,无,0,0,,上升趋势,171.9
sh600438,通威股份,2015-10-09 00:00:00,1.121,1.145,1.103,1.13,4533458,1279427654,无,0,0,0,无,0,0,,上升趋势,150.6
sh600438,通威股份,2015-10-12 00:00:00,1.135,1.198,1.133,1.184,5346753,1282366557,无,0,0,0,无,0,0,,上升趋势,187.4
sh600438,通威股份,2015-10-13 00:00:00,1.171,1.23,1.17,1.209,8321190,1287660141,无,0,0,0,无,0,0,,上升趋势,186.3
sh600438,通威股份,2015-10-14 00:00:00,1.208,1.23,1.195,1.21,5106215,1282119763,无,0,0,0,无,0,0,,上升趋势,149.8
sh600438,通威股份,2015-10-22 00:00:00,1.1,1.2,1.099,1.197,36993275,1304972124,无,0,0,0,无,0,0,,上升趋势,76.8
sh600438,通威股份,2015-10-23 00:00:00,1.165,1.186,1.133,1.164,27477359,1301760416,无,0,0,0,无,0,0,,上升趋势,61.3
sh600438,通威股份,2015-10-26 00:00:00,1.175,1.185,1.14,1.184,20136384,1298094382,无,0,0,0,无,0,1,,上升趋势,62.9
sh600438,通威股份,2015-10-27 00:00:00,1.168,1.183,1.11,1.172,16310697,1295197913,无,0,0,0,无,0,0,,上升趋势,38.2
sh600438,通威股份,2015-10-28 00:00:00,1.168,1.195,1.121,1.138,16811089,1295649578,无,0,0,0,无,0,0,,上升趋势,26.5
sh600438,通威股份,2015-10-29 00:00:00,1.146,1.184,1.125,1.168,13913294,1293505617,无,0,0,0,无,0,0,,上升趋势,28.9
sh600438,通威股份,2015-10-30 00:00:00,1.168,1.242,1.153,1.219,21623520,1299641686,无,0,0,0,无,0,0,,上升趋势,110.0
sh600438,通威股份,2015-11-02 00:00:00,1.178,1.286,1.17,1.267,26183300,1302058639,无,0,0,0,无,0,0,,上升趋势,169.4
sh600438,通威股份,2015-11-03 00:00:00,1.253,1.326,1.253,1.279,26449015,1302550972,无,0,0,0,无,0,0,,上升趋势,201.5
sh600438,通威股份,2015-11-04 00:00:00,1.265,1.33,1.255,1.327,24053815,1301583964,无,0,0,0,无,0,0,,上升趋势,178.3
sh600438,通威股份,2015-11-05 00:00:00,1.319,1.327,1.285,1.299,17352159,1297629723,无,0,0,0,无,0,0,,上升趋势,144.3
sh600438,通威股份,2015-11-06 00:00:00,1.298,1.36,1.291,1.32,16978568,1297532160,无,0,0,0,无,0,0,,上升趋势,133.4
sh600438,通威股份,2015-11-09 00:00:00,1.3,1.33,1.268,1.314,16041736,1296508490,无,0,0,0,无,0,0,,上升趋势,89.3
sh600438,通威股份,2015-11-10 00:00:00,1.301,1.309,1.278,1.292,13811607,1294619002,无,0,0,0,无,0,0,,上升趋势,66.0
sh600438,通威股份,2015-11-11 00:00:00,1.292,1.325,1.28,1.322,12257991,1293430380,无,0,0,0,无,0,0,,上升趋势,72.6
sh600438,通威股份,2015-11-12 00:00:00,1.32,1.32,1.27,1.281,15570928,1295987602,无,0,0,0,无,0,1,,上升趋势,45.6
sh600438,通威股份,2015-11-13 00:00:00,1.262,1.306,1.241,1.287,13151737,1293877966,无,0,0,0,无,0,0,,震荡偏多,25.7
sh600438,通威股份,2015-11-16 00:00:00,1.265,1.369,1.251,1.363,20342461,1300324313,无,0,0,0,无,0,0,,上升趋势,83.9
sh600438,通威股份,2015-11-17 00:00:00,1.365,1.378,1.328,1.363,15119080,1296232280,无,0,0,0,无,0,0,,上升趋势,132.0
sh600438,通威股份,2015-11-18 00:00:00,1.351,1.383,1.33,1.337,10424434,1292322643,无,0,0,0,无,0,0,,上升趋势,124.7
sh600438,通威股份,2015-11-19 00:00:00,1.325,1.373,1.321,1.364,9455298,1291057758,无,0,0,0,无,0,0,,上升趋势,122.5
sh600438,通威股份,2015-11-20 00:00:00,1.37,1.412,1.363,1.411,16097732,1297473550,无,0,0,0,无,0,0,,上升趋势,187.7
sh600438,通威股份,2015-11-23 00:00:00,1.413,1.435,1.345,1.368,15876341,1297205315,无,0,0,0,无,0,0,,上升趋势,127.4
sh600438,通威股份,2015-11-24 00:00:00,1.379,1.379,1.327,1.356,9203346,1290556988,无,0,0,0,无,0,0,,震荡偏多,53.1
sh600438,通威股份,2015-11-25 00:00:00,1.34,1.398,1.33,1.395,10910592,1292781583,无,0,0,0,无,0,0,,震荡偏多,83.3
sh600438,通威股份,2015-11-26 00:00:00,1.395,1.405,1.363,1.389,11060462,1293038674,无,0,0,0,无,0,0,,震荡偏多,91.7
sh600438,通威股份,2015-11-27 00:00:00,1.397,1.397,1.25,1.257,11340796,1292819716,无,0,0,0,无,0,1,,震荡偏多,-74.9
sh600438,通威股份,2015-11-30 00:00:00,1.246,1.3,1.235,1.296,10550785,1291869275,无,0,0,0,无,0,0,,震荡偏多,-116.2
sh600438,通威股份,2015-12-01 00:00:00,1.283,1.308,1.27,1.298,6811316,1286062056,无,0,0,0,无,0,0,,震荡偏多,-82.1
sh600438,通威股份,2015-12-02 00:00:00,1.289,1.308,1.254,1.299,5055402,1282972001,无,0,0,0,无,0,0,,震荡偏多,-90.2
sh600438,通威股份,2015-12-03 00:00:00,1.3,1.325,1.3,1.32,4738973,1282227632,无,0,0,0,无,0,0,,震荡偏多,-48.1
sh600438,通威股份,2015-12-04 00:00:00,1.323,1.4,1.313,1.377,15004919,1296267715,无,0,0,0,无,0,0,,震荡偏多,42.2
sh600438,通威股份,2015-12-07 00:00:00,1.39,1.414,1.376,1.384,12771841,1294573435,无,0,0,0,无,0,0,,震荡偏多,87.7
sh600438,通威股份,2015-12-08 00:00:00,1.376,1.376,1.324,1.338,8357138,1289094043,无,0,0,0,无,0,0,,震荡偏多,3.5
sh600438,通威股份,2015-12-09 00:00:00,1.34,1.355,1.325,1.335,4487036,1281696344,无,0,0,0,无,0,0,,震荡偏多,-9.0
sh600438,通威股份,2015-12-10 00:00:00,1.333,1.34,1.293,1.303,7258274,1287022950,无,0,0,0,无,0,0,,震荡偏多,-49.2
sh600438,通威股份,2015-12-11 00:00:00,1.306,1.333,1.272,1.323,6502263,1285671573,无,0,0,0,无,0,0,,震荡偏多,-45.9
sh600438,通威股份,2015-12-14 00:00:00,1.3,1.368,1.288,1.366,7557625,1287794652,无,0,0,0,无,0,0,,震荡偏多,20.3
sh600438,通威股份,2015-12-15 00:00:00,1.365,1.389,1.35,1.365,7709994,1288257631,无,0,0,0,无,0,0,,震荡偏多,79.6
sh600438,通威股份,2015-12-16 00:00:00,1.365,1.399,1.36,1.387,8383615,1289568582,无,0,0,0,无,0,0,,震荡偏多,110.8
sh600438,通威股份,2015-12-24 00:00:00,1.48,1.499,1.43,1.455,23787235,1302711610,无,0,0,0,无,0,0,,上升趋势,213.1
sh600438,通威股份,2015-12-25 00:00:00,1.452,1.528,1.433,1.524,19497490,1300983054,无,0,0,0,无,0,0,,上升趋势,202.4
sh600438,通威股份,2015-12-28 00:00:00,1.503,1.565,1.48,1.519,18990441,1300823773,无,0,0,0,无,0,0,,上升趋势,180.0
sh600438,通威股份,2015-12-29 00:00:00,1.519,1.519,1.457,1.476,9355053,1292100324,无,0,0,0,无,0,0,,上升趋势,108.4
sh600438,通威股份,2015-12-30 00:00:00,1.481,1.497,1.455,1.466,7554800,1288954223,无,0,0,0,无,0,1,,上升趋势,78.3
sh600438,通威股份,2015-12-31 00:00:00,1.466,1.48,1.415,1.421,8300563,1290006481,无,0,0,0,无,0,0,,上升趋势,35.8
sh600438,通威股份,2016-01-04 00:00:00,1.421,1.426,1.28,1.289,7286434,1287277200,无,0,0,0,无,0,0,,震荡偏多,-67.6
sh600438,通威股份,2016-01-05 00:00:00,1.21,1.29,1.194,1.24,9001485,1289043563,无,0,0,0,无,0,0,,震荡偏多,-136.4
sh600438,通威股份,2016-01-06 00:00:00,1.256,1.277,1.244,1.272,6836343,1285849980,无,0,0,0,无,0,0,,震荡偏多,-104.5
sh600438,通威股份,2016-01-07 00:00:00,1.27,1.27,1.145,1.15,2506599,1273416596,无,0,0,0,无,0,0,,下降趋势,-146.5
sh600438,通威股份,2016-01-08 00:00:00,1.181,1.218,1.1,1.174,7677367,1286421495,无,0,0,0,无,0,0,,下降趋势,-140.4
sh600438,通威股份,2016-01-11 00:00:00,1.16,1.269,1.15,1.187,10134108,1290434607,无,0,0,0,无,0,0,死叉,下降趋势,-96.2
sh600438,通威股份,2016-01-12 00:00:00,1.198,1.242,1.178,1.234,8766665,1288373980,无,0,0,0,无,0,0,,下降趋势,-73.4
sh600438,通威股份,2016-01-13 00:00:00,1.239,1.266,1.22,1.232,9916911,1290452032,无,0,0,0,无,0,0,,下降趋势,-53.8
sh600438,通威股份,2016-01-14 00:00:00,1.189,1.268,1.173,1.262,7792873,1287130486,无,0,0,0,无,0,0,,下降趋势,-49.6
sh600438,通威股份,2016-01-15 00:00:00,1.25,1.26,1.18,1.192,7196984,1286011902,无,0,0,0,无,0,0,,下降趋势,-56.5
sh600438,通威股份,2016-01-18 00:00:00,1.165,1.218,1.153,1.198,5191827,1282139329,无,0,0,0,无,0,0,,下降趋势,-65.9
sh600438,通威股份,2016-01-19 00:00:00,1.198,1.236,1.185,1.233,5950241,1284092278,无,0,0,0,无,0,0,,下降趋势,-39.4
sh600438,通威股份,2016-01-20 00:00:00,1.225,1.233,1.191,1.202,4955820,1281714806,无,0,0,0,无,0,0,,下降趋势,-44.7
sh600438,通威股份,2016-01-21 00:00:00,1.187,1.213,1.106,1.125,5430773,1282670602,无,0,0,0,无,0,0,,下降趋势,-150.3
sh600438,通威股份,2016-01-22 00:00:00,1.15,1.158,1.116,1.149,3725498,1277292012,无,0,0,0,无,0,0,,下降趋势,-152.0
sh600438,通威股份,2016-01-25 00:00:00,1.163,1.202,1.16,1.186,4956921,1281407976,无,0,0,0,无,0,0,,下降趋势,-44.1
sh600438,通威股份,2016-01-26 00:00:00,1.145,1.202,1.085,1.112,7464882,1285947938,无,0,0,0,无,0,0,,下降趋势,-141.5
sh600438,通威股份,2016-01-27 00:00:00,1.125,1.155,1.082,1.141,5569676,1282133316,无,0,0,0,无,0,0,,下降趋势,-125.5
sh600438,通威股份,2016-01-28 00:00:00,1.145,1.168,1.128,1.134,4739104,1280278070,无,0,0,0,无,0,0,,下降趋势,-82.4
sh600438,通威股份,2016-01-29 00:00:00,1.126,1.196,1.126,1.186,8564980,1287627188,无,0,0,0,无,1,0,,下降趋势,-26.8
sh600438,通威股份,2016-02-01 00:00:00,1.2,1.27,1.188,1.233,8708568,1288500022,无,0,0,0,无,0,0,,震荡偏空,88.9
sh600438,通威股份,2016-02-02 00:00:00,1.249,1.296,1.234,1.283,6771812,1285863511,无,0,0,0,无,0,0,,震荡偏空,152.5
sh600438,通威股份,2016-02-03 00:00:00,1.28,1.398,1.251,1.381,11575568,1293107615,无,0,0,0,无,0,0,,震荡偏空,219.0
sh600438,通威股份,2016-05-05 00:00:00,1.519,1.519,1.4,1.416,27631025,1304343082,无,0,0,0,无,0,0,金叉,上升趋势,240.7
sh600438,通威股份,2016-05-06 00:00:00,1.416,1.425,1.282,1.309,20872562,1300636678,无,0,0,0,无,0,0,,上升趋势,105.0
sh600438,通威股份,2016-05-09 00:00:00,1.307,1.307,1.25,1.296,8652194,1288856547,无,0,0,0,无,0,0,,上升趋势,48.9
sh600438,通威股份,2016-05-10 00:00:00,1.29,1.297,1.256,1.274,3697167,1278477084,无,0,0,0,无,0,0,,上升趋势,36.5
sh600438,通威股份,2016-05-11 00:00:00,1.275,1.314,1.267,1.3,7316538,1286915908,无,0,0,0,无,0,0,,上升趋势,43.5
sh600438,通威股份,2016-05-12 00:00:00,1.274,1.28,1.22,1.246,6381601,1284981582,无,0,0,0,无,0,0,,上升趋势,-0.2
sh600438,通威股份,2016-05-13 00:00:00,1.268,1.349,1.248,1.345,10305244,1291805111,无,0,0,0,无,0,0,,上升趋势,52.1
