symbol,symbol_name,timestamps,open,high,low,close,volume,amount,bi_direction,in_zhongshu,is_bi_start,is_bi_end,bi_position,star_buy,star_sell,expma_cross,trend_regime,cci
sz002261,拓维信息,2015-09-02 00:00:00,2.1,2.44,2.066,2.067,18521480,1304417438,无,0,0,0,无,0,0,,其他,0.0
sz002261,拓维信息,2015-09-07 00:00:00,2.144,2.263,2.13,2.19,15309210,1302359910,无,0,0,0,无,0,0,金叉,上升趋势,66.7
sz002261,拓维信息,2015-09-08 00:00:00,2.166,2.409,2.132,2.409,15377016,1302686798,无,0,0,0,无,1,0,,上升趋势,100.0
sz002261,拓维信息,2015-09-09 00:00:00,2.45,2.596,2.419,2.578,22662453,1309175345,无,0,0,0,无,0,0,,上升趋势,128.5
sz002261,拓维信息,2015-09-10 00:00:00,2.498,2.547,2.462,2.474,13873370,1302697625,无,0,0,0,无,0,0,,上升趋势,74.2
sz002261,拓维信息,2015-09-11 00:00:00,2.471,2.569,2.471,2.538,13130852,1302208318,无,0,0,0,无,0,0,,上升趋势,70.9
sz002261,拓维信息,2015-09-14 00:00:00,2.529,2.559,2.284,2.284,13647342,1301997893,无,0,0,0,无,0,0,,上升趋势,0.1
sz002261,拓维信息,2015-09-15 00:00:00,2.16,2.235,2.056,2.056,13741860,1300935894,无,0,0,0,无,0,0,,上升趋势,-109.3
sz002261,拓维信息,2015-09-16 00:00:00,2.066,2.262,2.066,2.262,14622790,1301684343,无,0,0,0,无,0,0,,上升趋势,-63.0
sz002261,拓维信息,2015-09-17 00:00:00,2.307,2.435,2.272,2.298,20806496,1307134339,无,0,0,0,无,0,0,,上升趋势,3.9
sz002261,拓维信息,2015-09-18 00:00:00,2.326,2.472,2.3,2.409,17987049,1305187397,无,0,0,0,无,0,0,,上升趋势,33.7
sz002261,拓维信息,2015-09-21 00:00:00,2.34,2.584,2.31,2.583,21554084,1308542698,无,0,0,0,无,0,0,,上升趋势,79.5
sz002261,拓维信息,2015-09-22 00:00:00,2.589,2.605,2.481,2.535,18908992,1306851481,无,0,0,0,无,0,0,,上升趋势,94.2
sz002261,拓维信息,2015-09-23 00:00:00,2.467,2.718,2.459,2.628,23559113,1309712297,无,0,0,0,无,0,0,,上升趋势,112.1
sz002261,拓维信息,2015-09-24 00:00:00,2.628,2.738,2.574,2.61,17603258,1306389239,无,0,0,0,无,0,0,,上升趋势,112.9
sz002261,拓维信息,2015-09-25 00:00:00,2.594,2.606,2.381,2.408,16530290,1304649845,无,0,0,0,无,0,0,,上升趋势,19.1
sz002261,拓维信息,2015-09-28 00:00:00,2.421,2.587,2.385,2.576,14278573,1303009167,无,0,0,0,无,0,0,,上升趋势,41.3
sz002261,拓维信息,2015-09-29 00:00:00,2.501,2.66,2.488,2.613,20684879,1308583095,无,0,0,0,无,0,0,,上升趋势,78.2
sz002261,拓维信息,2015-09-30 00:00:00,2.62,2.874,2.49,2.69,22667632,1309673708,无,0,0,0,无,0,0,,上升趋势,116.1
sz002261,拓维信息,2015-10-08 00:00:00,2.848,2.912,2.752,2.839,20868980,1309522871,无,0,0,0,无,0,0,,上升趋势,159.7
sz002261,拓维信息,2015-10-09 00:00:00,2.834,2.897,2.81,2.842,16878548,1306877116,无,0,0,0,无,0,0,,上升趋势,139.2
sz002261,拓维信息,2015-10-12 00:00:00,2.89,3.048,2.855,2.981,21048403,1309985466,无,0,0,0,无,0,0,,上升趋势,160.9
sz002261,拓维信息,2015-10-13 00:00:00,2.935,3.032,2.925,3.003,17342319,1307986141,无,0,0,0,无,0,0,,上升趋势,143.0
sz002261,拓维信息,2015-10-14 00:00:00,2.97,3.005,2.87,2.878,17646943,1307978639,无,0,0,0,无,0,0,,上升趋势,95.8
sz002261,拓维信息,2015-10-22 00:00:00,3.166,3.166,3.101,3.166,9785120,1301521602,无,0,0,0,无,0,0,,上升趋势,147.2
sz002261,拓维信息,2015-10-23 00:00:00,3.483,3.483,3.483,3.483,868581,1273417538,无,0,0,0,无,0,0,,上升趋势,202.6
sz002261,拓维信息,2015-10-26 00:00:00,3.831,3.831,3.518,3.705,45200537,1321658319,无,0,0,0,无,0,0,,上升趋势,198.9
sz002261,拓维信息,2015-10-27 00:00:00,3.615,3.8,3.4,3.72,27830322,1315912747,无,0,0,0,无,0,0,,上升趋势,147.7
sz002261,拓维信息,2015-10-28 00:00:00,3.65,3.698,3.444,3.482,19525595,1311167277,无,0,0,0,无,0,0,,上升趋势,101.7
sz002261,拓维信息,2015-10-29 00:00:00,3.499,3.595,3.425,3.504,13577404,1306742846,无,0,0,0,无,0,1,,上升趋势,79.3
sz002261,拓维信息,2015-10-30 00:00:00,3.595,3.854,3.519,3.854,29678490,1317320672,无,0,0,0,无,0,0,,上升趋势,104.4
sz002261,拓维信息,2015-11-02 00:00:00,3.6,3.84,3.528,3.55,30397999,1317357241,无,0,0,0,无,0,1,,上升趋势,73.2
sz002261,拓维信息,2015-11-03 00:00:00,3.517,3.595,3.431,3.479,16820799,1309431289,无,0,0,0,无,0,0,,上升趋势,39.1
sz002261,拓维信息,2015-11-04 00:00:00,3.501,3.711,3.468,3.697,21851899,1312630172,无,0,0,0,无,0,0,,上升趋势,58.6
sz002261,拓维信息,2015-11-05 00:00:00,3.649,3.706,3.452,3.599,23096151,1313281334,无,0,0,0,无,0,0,,上升趋势,44.1
sz002261,拓维信息,2015-11-06 00:00:00,3.595,3.799,3.582,3.741,22680847,1313479287,无,0,0,0,无,0,0,,上升趋势,76.7
sz002261,拓维信息,2015-11-09 00:00:00,3.693,4.081,3.661,4.019,28255669,1317252214,无,0,0,0,无,0,0,,上升趋势,148.3
sz002261,拓维信息,2015-11-10 00:00:00,3.996,4.05,3.84,3.961,23907522,1315004253,无,0,0,0,无,0,0,,上升趋势,161.9
sz002261,拓维信息,2015-11-11 00:00:00,3.935,4.357,3.935,4.346,32674659,1319407343,无,0,0,0,无,0,0,,上升趋势,228.9
sz002261,拓维信息,2015-11-12 00:00:00,4.3,4.329,4.161,4.23,26215278,1317280126,无,0,0,0,无,0,0,,上升趋势,172.8
sz002261,拓维信息,2015-11-13 00:00:00,4.176,4.196,3.888,3.969,19354720,1312471922,无,0,0,0,无,0,0,,上升趋势,77.3
sz002261,拓维信息,2015-11-16 00:00:00,3.85,4.088,3.835,4.045,11381326,1306011928,无,0,0,0,无,0,0,,上升趋势,57.8
sz002261,拓维信息,2015-11-17 00:00:00,4.106,4.18,3.84,3.84,18245838,1311624769,无,0,0,0,无,0,1,,震荡偏多,39.3
sz002261,拓维信息,2015-11-18 00:00:00,3.84,3.94,3.763,3.783,12132834,1306429332,无,0,0,0,无,0,0,,震荡偏多,-7.9
sz002261,拓维信息,2015-11-19 00:00:00,3.815,3.986,3.81,3.976,13346474,1308108809,无,0,0,0,无,0,0,,震荡偏多,21.6
sz002261,拓维信息,2015-11-20 00:00:00,4.0,4.12,3.884,4.033,19118800,1312157452,无,0,0,0,无,0,0,,震荡偏多,47.2
sz002261,拓维信息,2015-11-23 00:00:00,4.037,4.074,3.892,3.905,12479461,1307406544,无,0,0,0,无,0,0,,震荡偏多,16.7
sz002261,拓维信息,2015-11-24 00:00:00,3.873,4.043,3.84,4.016,11296054,1305837866,无,0,0,0,无,0,0,,震荡偏多,11.4
sz002261,拓维信息,2015-11-25 00:00:00,4.06,4.16,3.968,4.133,17934711,1311584248,无,0,0,0,无,0,0,,震荡偏多,73.4
sz002261,拓维信息,2015-11-26 00:00:00,4.146,4.17,3.965,3.988,13909003,1309011869,无,0,0,0,无,0,0,,震荡偏多,27.8
sz002261,拓维信息,2015-11-27 00:00:00,3.917,3.947,3.59,3.606,16000829,1309651661,无,0,0,0,无,0,0,,震荡偏多,-197.8
sz002261,拓维信息,2015-11-30 00:00:00,3.63,3.666,3.26,3.581,14995119,1308112471,无,0,0,0,无,0,0,,震荡偏多,-242.1
sz002261,拓维信息,2015-12-01 00:00:00,3.52,3.655,3.51,3.59,9750474,1302724760,无,0,0,0,无,0,0,,震荡偏多,-149.5
sz002261,拓维信息,2015-12-02 00:00:00,3.56,3.58,3.3,3.446,8137760,1300591501,无,0,0,0,无,0,0,,震荡偏多,-159.3
sz002261,拓维信息,2015-12-03 00:00:00,3.473,3.586,3.47,3.575,7630028,1300302844,无,0,0,0,无,0,0,,震荡偏多,-98.2
sz002261,拓维信息,2015-12-04 00:00:00,3.58,3.718,3.56,3.608,12248163,1305834992,无,0,0,0,无,0,0,,震荡偏多,-57.7
sz002261,拓维信息,2015-12-07 00:00:00,3.65,3.897,3.63,3.885,18701092,1311324422,无,0,0,0,无,0,0,,震荡偏多,5.6
sz002261,拓维信息,2015-12-08 00:00:00,3.835,3.958,3.725,3.867,18221423,1311217013,无,0,0,0,无,0,0,,震荡偏多,21.2
sz002261,拓维信息,2015-12-09 00:00:00,3.825,4.06,3.7,3.943,20835204,1313163779,无,0,0,0,无,0,0,,震荡偏多,40.1
sz002261,拓维信息,2015-12-10 00:00:00,3.918,4.022,3.88,3.932,15435754,1309738761,无,0,0,0,无,0,0,,震荡偏多,58.6
